Key,Item Type,Publication Year,Author,Company,Model,Type of model,Title,Url,Dataset,Dataset source,Dataset type,Dataset purpose,Preprocessing method,Preprocessing agent,Type of preprocessing agent,Page
FPFBD8PV,document,2026,Anthropic,Anthropic,Claude Sonnet 4.5,General use,Claude Sonnet 4.5 System Card,https://www-cdn.anthropic.com/963373e433e489a87a10c823c52a0a013e9172dd.pdf,data provided by data-labeling services and paid contractors,proprietary,,,deduplication and classification,Anthropic,internal,7
FPFBD8PV,document,2026,Anthropic,Anthropic,Claude Sonnet 4.5,General use,Claude Sonnet 4.5 System Card,https://www-cdn.anthropic.com/963373e433e489a87a10c823c52a0a013e9172dd.pdf,data from Claude users who have opted in to have their data used for training,user-based,,,deduplication and classification,Anthropic,internal,7
FPFBD8PV,document,2026,Anthropic,Anthropic,Claude Sonnet 4.5,General use,Claude Sonnet 4.5 System Card,https://www-cdn.anthropic.com/963373e433e489a87a10c823c52a0a013e9172dd.pdf,data we generated internally at Anthropic,proprietary,,,deduplication and classification,Anthropic,internal,7
J27ALZCI,preprint,2024,"DeepSeek-AI; Bi, Xiao; Chen, Deli; Chen, Guanting; Chen, Shanhuang; Dai, Damai; Deng, Chengqi; Ding, Honghui; Dong, Kai; Du, Qiushi; Fu, Zhe; Gao, Huazuo; Gao, Kaige; Gao, Wenjun; Ge, Ruiqi; Guan, Kang; Guo, Daya; Guo, Jianzhong; Hao, Guangbo; Hao, Zhewen; He, Ying; Hu, Wenjie; Huang, Panpan; Li, Erhang; Li, Guowei; Li, Jiashi; Li, Yao; Li, Y. K.; Liang, Wenfeng; Lin, Fangyun; Liu, A. X.; Liu, Bo; Liu, Wen; Liu, Xiaodong; Liu, Xin; Liu, Yiyuan; Lu, Haoyu; Lu, Shanghao; Luo, Fuli; Ma, Shirong; Nie, Xiaotao; Pei, Tian; Piao, Yishi; Qiu, Junjie; Qu, Hui; Ren, Tongzheng; Ren, Zehui; Ruan, Chong; Sha, Zhangli; Shao, Zhihong; Song, Junxiao; Su, Xuecheng; Sun, Jingxiang; Sun, Yaofeng; Tang, Minghui; Wang, Bingxuan; Wang, Peiyi; Wang, Shiyu; Wang, Yaohui; Wang, Yongji; Wu, Tong; Wu, Y.; Xie, Xin; Xie, Zhenda; Xie, Ziwei; Xiong, Yiliang; Xu, Hanwei; Xu, R. X.; Xu, Yanhong; Yang, Dejian; You, Yuxiang; Yu, Shuiping; Yu, Xingkai; Zhang, B.; Zhang, Haowei; Zhang, Lecong; Zhang, Liyue; Zhang, Mingchuan; Zhang, Minghua; Zhang, Wentao; Zhang, Yichao; Zhao, Chenggang; Zhao, Yao; Zhou, Shangyan; Zhou, Shunfeng; Zhu, Qihao; Zou, Yuheng",DeepSeek-AI,DeepSeek LLM,General use,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,http://arxiv.org/abs/2401.02954,Pre-training dataset (2 trillion tokens),other: bilingual corpus of Chinese and English,,,"Deduplication, filtering, and remixing. Aggressive deduplication strategy was adopted. Filtering involved detailed analysis incorporating both linguistic and semantic evaluations for document quality assessment. Remixing adjusted the approach to address data imbalances, focusing on underrepresented domains.",DeepSeek-AI internal team,internal,4
J27ALZCI,preprint,2024,"DeepSeek-AI; Bi, Xiao; Chen, Deli; Chen, Guanting; Chen, Shanhuang; Dai, Damai; Deng, Chengqi; Ding, Honghui; Dong, Kai; Du, Qiushi; Fu, Zhe; Gao, Huazuo; Gao, Kaige; Gao, Wenjun; Ge, Ruiqi; Guan, Kang; Guo, Daya; Guo, Jianzhong; Hao, Guangbo; Hao, Zhewen; He, Ying; Hu, Wenjie; Huang, Panpan; Li, Erhang; Li, Guowei; Li, Jiashi; Li, Yao; Li, Y. K.; Liang, Wenfeng; Lin, Fangyun; Liu, A. X.; Liu, Bo; Liu, Wen; Liu, Xiaodong; Liu, Xin; Liu, Yiyuan; Lu, Haoyu; Lu, Shanghao; Luo, Fuli; Ma, Shirong; Nie, Xiaotao; Pei, Tian; Piao, Yishi; Qiu, Junjie; Qu, Hui; Ren, Tongzheng; Ren, Zehui; Ruan, Chong; Sha, Zhangli; Shao, Zhihong; Song, Junxiao; Su, Xuecheng; Sun, Jingxiang; Sun, Yaofeng; Tang, Minghui; Wang, Bingxuan; Wang, Peiyi; Wang, Shiyu; Wang, Yaohui; Wang, Yongji; Wu, Tong; Wu, Y.; Xie, Xin; Xie, Zhenda; Xie, Ziwei; Xiong, Yiliang; Xu, Hanwei; Xu, R. X.; Xu, Yanhong; Yang, Dejian; You, Yuxiang; Yu, Shuiping; Yu, Xingkai; Zhang, B.; Zhang, Haowei; Zhang, Lecong; Zhang, Liyue; Zhang, Mingchuan; Zhang, Minghua; Zhang, Wentao; Zhang, Yichao; Zhao, Chenggang; Zhao, Yao; Zhou, Shangyan; Zhou, Shunfeng; Zhu, Qihao; Zou, Yuheng",DeepSeek-AI,DeepSeek LLM,General use,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,http://arxiv.org/abs/2401.02954,Common Crawl,public,,,Deduplicating across 91 dumps to eliminate duplicate instances.,DeepSeek-AI internal team,internal,4
J27ALZCI,preprint,2024,"DeepSeek-AI; Bi, Xiao; Chen, Deli; Chen, Guanting; Chen, Shanhuang; Dai, Damai; Deng, Chengqi; Ding, Honghui; Dong, Kai; Du, Qiushi; Fu, Zhe; Gao, Huazuo; Gao, Kaige; Gao, Wenjun; Ge, Ruiqi; Guan, Kang; Guo, Daya; Guo, Jianzhong; Hao, Guangbo; Hao, Zhewen; He, Ying; Hu, Wenjie; Huang, Panpan; Li, Erhang; Li, Guowei; Li, Jiashi; Li, Yao; Li, Y. K.; Liang, Wenfeng; Lin, Fangyun; Liu, A. X.; Liu, Bo; Liu, Wen; Liu, Xiaodong; Liu, Xin; Liu, Yiyuan; Lu, Haoyu; Lu, Shanghao; Luo, Fuli; Ma, Shirong; Nie, Xiaotao; Pei, Tian; Piao, Yishi; Qiu, Junjie; Qu, Hui; Ren, Tongzheng; Ren, Zehui; Ruan, Chong; Sha, Zhangli; Shao, Zhihong; Song, Junxiao; Su, Xuecheng; Sun, Jingxiang; Sun, Yaofeng; Tang, Minghui; Wang, Bingxuan; Wang, Peiyi; Wang, Shiyu; Wang, Yaohui; Wang, Yongji; Wu, Tong; Wu, Y.; Xie, Xin; Xie, Zhenda; Xie, Ziwei; Xiong, Yiliang; Xu, Hanwei; Xu, R. X.; Xu, Yanhong; Yang, Dejian; You, Yuxiang; Yu, Shuiping; Yu, Xingkai; Zhang, B.; Zhang, Haowei; Zhang, Lecong; Zhang, Liyue; Zhang, Mingchuan; Zhang, Minghua; Zhang, Wentao; Zhang, Yichao; Zhao, Chenggang; Zhao, Yao; Zhou, Shangyan; Zhou, Shunfeng; Zhu, Qihao; Zou, Yuheng",DeepSeek-AI,DeepSeek LLM,General use,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,http://arxiv.org/abs/2401.02954,Supervised Fine-Tuning (SFT) helpful data (1.2 million instances),other: diverse sources,,,,,,12
J27ALZCI,preprint,2024,"DeepSeek-AI; Bi, Xiao; Chen, Deli; Chen, Guanting; Chen, Shanhuang; Dai, Damai; Deng, Chengqi; Ding, Honghui; Dong, Kai; Du, Qiushi; Fu, Zhe; Gao, Huazuo; Gao, Kaige; Gao, Wenjun; Ge, Ruiqi; Guan, Kang; Guo, Daya; Guo, Jianzhong; Hao, Guangbo; Hao, Zhewen; He, Ying; Hu, Wenjie; Huang, Panpan; Li, Erhang; Li, Guowei; Li, Jiashi; Li, Yao; Li, Y. K.; Liang, Wenfeng; Lin, Fangyun; Liu, A. X.; Liu, Bo; Liu, Wen; Liu, Xiaodong; Liu, Xin; Liu, Yiyuan; Lu, Haoyu; Lu, Shanghao; Luo, Fuli; Ma, Shirong; Nie, Xiaotao; Pei, Tian; Piao, Yishi; Qiu, Junjie; Qu, Hui; Ren, Tongzheng; Ren, Zehui; Ruan, Chong; Sha, Zhangli; Shao, Zhihong; Song, Junxiao; Su, Xuecheng; Sun, Jingxiang; Sun, Yaofeng; Tang, Minghui; Wang, Bingxuan; Wang, Peiyi; Wang, Shiyu; Wang, Yaohui; Wang, Yongji; Wu, Tong; Wu, Y.; Xie, Xin; Xie, Zhenda; Xie, Ziwei; Xiong, Yiliang; Xu, Hanwei; Xu, R. X.; Xu, Yanhong; Yang, Dejian; You, Yuxiang; Yu, Shuiping; Yu, Xingkai; Zhang, B.; Zhang, Haowei; Zhang, Lecong; Zhang, Liyue; Zhang, Mingchuan; Zhang, Minghua; Zhang, Wentao; Zhang, Yichao; Zhao, Chenggang; Zhao, Yao; Zhou, Shangyan; Zhou, Shunfeng; Zhu, Qihao; Zou, Yuheng",DeepSeek-AI,DeepSeek LLM,General use,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,http://arxiv.org/abs/2401.02954,Supervised Fine-Tuning (SFT) safety data (300K instances),proprietary,,,,,,12
J27ALZCI,preprint,2024,"DeepSeek-AI; Bi, Xiao; Chen, Deli; Chen, Guanting; Chen, Shanhuang; Dai, Damai; Deng, Chengqi; Ding, Honghui; Dong, Kai; Du, Qiushi; Fu, Zhe; Gao, Huazuo; Gao, Kaige; Gao, Wenjun; Ge, Ruiqi; Guan, Kang; Guo, Daya; Guo, Jianzhong; Hao, Guangbo; Hao, Zhewen; He, Ying; Hu, Wenjie; Huang, Panpan; Li, Erhang; Li, Guowei; Li, Jiashi; Li, Yao; Li, Y. K.; Liang, Wenfeng; Lin, Fangyun; Liu, A. X.; Liu, Bo; Liu, Wen; Liu, Xiaodong; Liu, Xin; Liu, Yiyuan; Lu, Haoyu; Lu, Shanghao; Luo, Fuli; Ma, Shirong; Nie, Xiaotao; Pei, Tian; Piao, Yishi; Qiu, Junjie; Qu, Hui; Ren, Tongzheng; Ren, Zehui; Ruan, Chong; Sha, Zhangli; Shao, Zhihong; Song, Junxiao; Su, Xuecheng; Sun, Jingxiang; Sun, Yaofeng; Tang, Minghui; Wang, Bingxuan; Wang, Peiyi; Wang, Shiyu; Wang, Yaohui; Wang, Yongji; Wu, Tong; Wu, Y.; Xie, Xin; Xie, Zhenda; Xie, Ziwei; Xiong, Yiliang; Xu, Hanwei; Xu, R. X.; Xu, Yanhong; Yang, Dejian; You, Yuxiang; Yu, Shuiping; Yu, Xingkai; Zhang, B.; Zhang, Haowei; Zhang, Lecong; Zhang, Liyue; Zhang, Mingchuan; Zhang, Minghua; Zhang, Wentao; Zhang, Yichao; Zhao, Chenggang; Zhao, Yao; Zhou, Shangyan; Zhou, Shunfeng; Zhu, Qihao; Zou, Yuheng",DeepSeek-AI,DeepSeek LLM,General use,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,http://arxiv.org/abs/2401.02954,Preference data for Direct Preference Optimization (DPO),proprietary,,,"Collected multilingual prompts covering categories like creative writing, question answering, etc., and generated responses using DeepSeek Chat models as response candidates to construct preference data.",DeepSeek Chat models,internal,13
J27ALZCI,preprint,2024,"DeepSeek-AI; Bi, Xiao; Chen, Deli; Chen, Guanting; Chen, Shanhuang; Dai, Damai; Deng, Chengqi; Ding, Honghui; Dong, Kai; Du, Qiushi; Fu, Zhe; Gao, Huazuo; Gao, Kaige; Gao, Wenjun; Ge, Ruiqi; Guan, Kang; Guo, Daya; Guo, Jianzhong; Hao, Guangbo; Hao, Zhewen; He, Ying; Hu, Wenjie; Huang, Panpan; Li, Erhang; Li, Guowei; Li, Jiashi; Li, Yao; Li, Y. K.; Liang, Wenfeng; Lin, Fangyun; Liu, A. X.; Liu, Bo; Liu, Wen; Liu, Xiaodong; Liu, Xin; Liu, Yiyuan; Lu, Haoyu; Lu, Shanghao; Luo, Fuli; Ma, Shirong; Nie, Xiaotao; Pei, Tian; Piao, Yishi; Qiu, Junjie; Qu, Hui; Ren, Tongzheng; Ren, Zehui; Ruan, Chong; Sha, Zhangli; Shao, Zhihong; Song, Junxiao; Su, Xuecheng; Sun, Jingxiang; Sun, Yaofeng; Tang, Minghui; Wang, Bingxuan; Wang, Peiyi; Wang, Shiyu; Wang, Yaohui; Wang, Yongji; Wu, Tong; Wu, Y.; Xie, Xin; Xie, Zhenda; Xie, Ziwei; Xiong, Yiliang; Xu, Hanwei; Xu, R. X.; Xu, Yanhong; Yang, Dejian; You, Yuxiang; Yu, Shuiping; Yu, Xingkai; Zhang, B.; Zhang, Haowei; Zhang, Lecong; Zhang, Liyue; Zhang, Mingchuan; Zhang, Minghua; Zhang, Wentao; Zhang, Yichao; Zhao, Chenggang; Zhao, Yao; Zhou, Shangyan; Zhou, Shunfeng; Zhu, Qihao; Zou, Yuheng",DeepSeek-AI,DeepSeek LLM,General use,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,http://arxiv.org/abs/2401.02954,OpenWebText2,public,,,,,,12
J27ALZCI,preprint,2024,"DeepSeek-AI; Bi, Xiao; Chen, Deli; Chen, Guanting; Chen, Shanhuang; Dai, Damai; Deng, Chengqi; Ding, Honghui; Dong, Kai; Du, Qiushi; Fu, Zhe; Gao, Huazuo; Gao, Kaige; Gao, Wenjun; Ge, Ruiqi; Guan, Kang; Guo, Daya; Guo, Jianzhong; Hao, Guangbo; Hao, Zhewen; He, Ying; Hu, Wenjie; Huang, Panpan; Li, Erhang; Li, Guowei; Li, Jiashi; Li, Yao; Li, Y. K.; Liang, Wenfeng; Lin, Fangyun; Liu, A. X.; Liu, Bo; Liu, Wen; Liu, Xiaodong; Liu, Xin; Liu, Yiyuan; Lu, Haoyu; Lu, Shanghao; Luo, Fuli; Ma, Shirong; Nie, Xiaotao; Pei, Tian; Piao, Yishi; Qiu, Junjie; Qu, Hui; Ren, Tongzheng; Ren, Zehui; Ruan, Chong; Sha, Zhangli; Shao, Zhihong; Song, Junxiao; Su, Xuecheng; Sun, Jingxiang; Sun, Yaofeng; Tang, Minghui; Wang, Bingxuan; Wang, Peiyi; Wang, Shiyu; Wang, Yaohui; Wang, Yongji; Wu, Tong; Wu, Y.; Xie, Xin; Xie, Zhenda; Xie, Ziwei; Xiong, Yiliang; Xu, Hanwei; Xu, R. X.; Xu, Yanhong; Yang, Dejian; You, Yuxiang; Yu, Shuiping; Yu, Xingkai; Zhang, B.; Zhang, Haowei; Zhang, Lecong; Zhang, Liyue; Zhang, Mingchuan; Zhang, Minghua; Zhang, Wentao; Zhang, Yichao; Zhao, Chenggang; Zhao, Yao; Zhou, Shangyan; Zhou, Shunfeng; Zhu, Qihao; Zou, Yuheng",DeepSeek-AI,DeepSeek LLM,General use,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,http://arxiv.org/abs/2401.02954,Internal safety test set (2400 questions),proprietary,,,"Manually constructed dozens of high-quality test cases for each safety subcategory, diversifying ways of inquiry through inducement, role-playing, multi-turn dialogues, and preset positions.",20-person expert team from various disciplines,internal,19-20
JEE3ALLC,preprint,2024,"DeepSeek-AI; Zhu, Qihao; Guo, Daya; Shao, Zhihong; Yang, Dejian; Wang, Peiyi; Xu, Runxin; Wu, Y.; Li, Yukun; Gao, Huazuo; Ma, Shirong; Zeng, Wangding; Bi, Xiao; Gu, Zihui; Xu, Hanwei; Dai, Damai; Dong, Kai; Zhang, Liyue; Piao, Yishi; Gou, Zhibin; Xie, Zhenda; Hao, Zhewen; Wang, Bingxuan; Song, Junxiao; Chen, Deli; Xie, Xin; Guan, Kang; You, Yuxiang; Liu, Aixin; Du, Qiushi; Gao, Wenjun; Lu, Xuan; Chen, Qinyu; Wang, Yaohui; Deng, Chengqi; Li, Jiashi; Zhao, Chenggang; Ruan, Chong; Luo, Fuli; Liang, Wenfeng",DeepSeek-AI,DeepSeek-Coder-V2,Coding agent,DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code Intelligence,http://arxiv.org/abs/2406.11931,GitHub public repositories created before November 2023,public,,,"filter out files with an average line length exceeding 100 characters or a maximum line length surpassing 1000 characters. Additionally, we remove files with fewer than 25% alphabetic characters. Except for the XSLT programming language, we further filter out files where the string ""<?xml version="" appears in the first 100 characters. For HTML files, we consider the ratio of visible text to HTML code. We retain files where the visible text constitutes at least 20% of the code and is no less than 100 characters. For JSON and YAML files... we only keep files that have a character count ranging from 50 to 5000 characters. By applying these filtering rules and near-deduplication, we obtain 821B code",,internal,3-4
JEE3ALLC,preprint,2024,"DeepSeek-AI; Zhu, Qihao; Guo, Daya; Shao, Zhihong; Yang, Dejian; Wang, Peiyi; Xu, Runxin; Wu, Y.; Li, Yukun; Gao, Huazuo; Ma, Shirong; Zeng, Wangding; Bi, Xiao; Gu, Zihui; Xu, Hanwei; Dai, Damai; Dong, Kai; Zhang, Liyue; Piao, Yishi; Gou, Zhibin; Xie, Zhenda; Hao, Zhewen; Wang, Bingxuan; Song, Junxiao; Chen, Deli; Xie, Xin; Guan, Kang; You, Yuxiang; Liu, Aixin; Du, Qiushi; Gao, Wenjun; Lu, Xuan; Chen, Qinyu; Wang, Yaohui; Deng, Chengqi; Li, Jiashi; Zhao, Chenggang; Ruan, Chong; Luo, Fuli; Liang, Wenfeng",DeepSeek-AI,DeepSeek-Coder-V2,Coding agent,DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code Intelligence,http://arxiv.org/abs/2406.11931,Common Crawl (code-related and math-related web texts),public,,,"select coding forums such as StackOverflow, library sites such as PyTorch documentation, and mathematics website such as StackExchange as our initial seed corpus. Using this seed corpus, we train a fastText model (Joulin et al., 2016) to recall more coding-related and math-related web pages. ... we use the Byte Pair Encoding (BPE) tokenizer from DeepSeek-V2 ... Domains with over 10% of web pages collected are classified as code-related or math-related. We then annotate the URLs ... Uncollected web pages linked to these URLs are added to the seed corpus.",fastText model,other: automated classifier,4
JEE3ALLC,preprint,2024,"DeepSeek-AI; Zhu, Qihao; Guo, Daya; Shao, Zhihong; Yang, Dejian; Wang, Peiyi; Xu, Runxin; Wu, Y.; Li, Yukun; Gao, Huazuo; Ma, Shirong; Zeng, Wangding; Bi, Xiao; Gu, Zihui; Xu, Hanwei; Dai, Damai; Dong, Kai; Zhang, Liyue; Piao, Yishi; Gou, Zhibin; Xie, Zhenda; Hao, Zhewen; Wang, Bingxuan; Song, Junxiao; Chen, Deli; Xie, Xin; Guan, Kang; You, Yuxiang; Liu, Aixin; Du, Qiushi; Gao, Wenjun; Lu, Xuan; Chen, Qinyu; Wang, Yaohui; Deng, Chengqi; Li, Jiashi; Zhao, Chenggang; Ruan, Chong; Luo, Fuli; Liang, Wenfeng",DeepSeek-AI,DeepSeek-Coder-V2,Coding agent,DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code Intelligence,http://arxiv.org/abs/2406.11931,natural language corpus,other: pre-training dataset of base model,,,directly sampled from the training dataset of DeepSeek-V2,,,3
JEE3ALLC,preprint,2024,"DeepSeek-AI; Zhu, Qihao; Guo, Daya; Shao, Zhihong; Yang, Dejian; Wang, Peiyi; Xu, Runxin; Wu, Y.; Li, Yukun; Gao, Huazuo; Ma, Shirong; Zeng, Wangding; Bi, Xiao; Gu, Zihui; Xu, Hanwei; Dai, Damai; Dong, Kai; Zhang, Liyue; Piao, Yishi; Gou, Zhibin; Xie, Zhenda; Hao, Zhewen; Wang, Bingxuan; Song, Junxiao; Chen, Deli; Xie, Xin; Guan, Kang; You, Yuxiang; Liu, Aixin; Du, Qiushi; Gao, Wenjun; Lu, Xuan; Chen, Qinyu; Wang, Yaohui; Deng, Chengqi; Li, Jiashi; Zhao, Chenggang; Ruan, Chong; Luo, Fuli; Liang, Wenfeng",DeepSeek-AI,DeepSeek-Coder-V2,Coding agent,DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code Intelligence,http://arxiv.org/abs/2406.11931,instruction training dataset mixed with code and math data,other: mixed dataset,,,"collect 20k code-related instruction data and 30k math related data from DeepSeek-Coder and DeepSeek-Math. To maintain the general ability, we also sample several data from the instruction data of DeepSeek-V2.",,internal,6
JEE3ALLC,preprint,2024,"DeepSeek-AI; Zhu, Qihao; Guo, Daya; Shao, Zhihong; Yang, Dejian; Wang, Peiyi; Xu, Runxin; Wu, Y.; Li, Yukun; Gao, Huazuo; Ma, Shirong; Zeng, Wangding; Bi, Xiao; Gu, Zihui; Xu, Hanwei; Dai, Damai; Dong, Kai; Zhang, Liyue; Piao, Yishi; Gou, Zhibin; Xie, Zhenda; Hao, Zhewen; Wang, Bingxuan; Song, Junxiao; Chen, Deli; Xie, Xin; Guan, Kang; You, Yuxiang; Liu, Aixin; Du, Qiushi; Gao, Wenjun; Lu, Xuan; Chen, Qinyu; Wang, Yaohui; Deng, Chengqi; Li, Jiashi; Zhao, Chenggang; Ruan, Chong; Luo, Fuli; Liang, Wenfeng",DeepSeek-AI,DeepSeek-Coder-V2,Coding agent,DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code Intelligence,http://arxiv.org/abs/2406.11931,Preference data in the coding and math domains,other: compiler feedback and test cases,,,"mathematical preference data, we obtain them using the ground-truth labels. In terms of code preference data... directly using 0-1 feedback from the compiler may be noisy and sub-optimal. Therefore, we still decide to train a reward model on the data provided by the compiler, and use the reward model to provide signal during RL training","compiler feedback, test cases, and a reward model",other: automated systems,6
IZ66N7DZ,journalArticle,2025,"DeepSeek-AI; Guo, Daya; Yang, Dejian; Zhang, Haowei; Song, Junxiao; Wang, Peiyi; Zhu, Qihao; Xu, Runxin; Zhang, Ruoyu; Ma, Shirong; Bi, Xiao; Zhang, Xiaokang; Yu, Xingkai; Wu, Yu; Wu, Z. F.; Gou, Zhibin; Shao, Zhihong; Li, Zhuoshu; Gao, Ziyi; Liu, Aixin; Xue, Bing; Wang, Bingxuan; Wu, Bochao; Feng, Bei; Lu, Chengda; Zhao, Chenggang; Deng, Chengqi; Zhang, Chenyu; Ruan, Chong; Dai, Damai; Chen, Deli; Ji, Dongjie; Li, Erhang; Lin, Fangyun; Dai, Fucong; Luo, Fuli; Hao, Guangbo; Chen, Guanting; Li, Guowei; Zhang, H.; Bao, Han; Xu, Hanwei; Wang, Haocheng; Ding, Honghui; Xin, Huajian; Gao, Huazuo; Qu, Hui; Li, Hui; Guo, Jianzhong; Li, Jiashi; Wang, Jiawei; Chen, Jingchang; Yuan, Jingyang; Qiu, Junjie; Li, Junlong; Cai, J. L.; Ni, Jiaqi; Liang, Jian; Chen, Jin; Dong, Kai; Hu, Kai; Gao, Kaige; Guan, Kang; Huang, Kexin; Yu, Kuai; Wang, Lean; Zhang, Lecong; Zhao, Liang; Wang, Litong; Zhang, Liyue; Xu, Lei; Xia, Leyi; Zhang, Mingchuan; Zhang, Minghua; Tang, Minghui; Li, Meng; Wang, Miaojun; Li, Mingming; Tian, Ning; Huang, Panpan; Zhang, Peng; Wang, Qiancheng; Chen, Qinyu; Du, Qiushi; Ge, Ruiqi; Zhang, Ruisong; Pan, Ruizhe; Wang, Runji; Chen, R. J.; Jin, R. L.; Chen, Ruyi; Lu, Shanghao; Zhou, Shangyan; Chen, Shanhuang; Ye, Shengfeng; Wang, Shiyu; Yu, Shuiping; Zhou, Shunfeng; Pan, Shuting; Li, S. S.; Zhou, Shuang; Wu, Shaoqing; Ye, Shengfeng; Yun, Tao; Pei, Tian; Sun, Tianyu; Wang, T.; Zeng, Wangding; Zhao, Wanjia; Liu, Wen; Liang, Wenfeng; Gao, Wenjun; Yu, Wenqin; Zhang, Wentao; Xiao, W. L.; An, Wei; Liu, Xiaodong; Wang, Xiaohan; Chen, Xiaokang; Nie, Xiaotao; Cheng, Xin; Liu, Xin; Xie, Xin; Liu, Xingchao; Yang, Xinyu; Li, Xinyuan; Su, Xuecheng; Lin, Xuheng; Li, X. Q.; Jin, Xiangyue; Shen, Xiaojin; Chen, Xiaosha; Sun, Xiaowen; Wang, Xiaoxiang; Song, Xinnan; Zhou, Xinyi; Wang, Xianzu; Shan, Xinxia; Li, Y. K.; Wang, Y. Q.; Wei, Y. X.; Zhang, Yang; Xu, Yanhong; Li, Yao; Zhao, Yao; Sun, Yaofeng; Wang, Yaohui; Yu, Yi; Zhang, Yichao; Shi, Yifan; Xiong, Yiliang; He, Ying; Piao, Yishi; Wang, Yisong; Tan, Yixuan; Ma, Yiyang; Liu, Yiyuan; Guo, Yongqiang; Ou, Yuan; Wang, Yuduan; Gong, Yue; Zou, Yuheng; He, Yujia; Xiong, Yunfan; Luo, Yuxiang; You, Yuxiang; Liu, Yuxuan; Zhou, Yuyang; Zhu, Y. X.; Xu, Yanhong; Huang, Yanping; Li, Yaohui; Zheng, Yi; Zhu, Yuchen; Ma, Yunxian; Tang, Ying; Zha, Yukun; Yan, Yuting; Ren, Z. Z.; Ren, Zehui; Sha, Zhangli; Fu, Zhe; Xu, Zhean; Xie, Zhenda; Zhang, Zhengyan; Hao, Zhewen; Ma, Zhicheng; Yan, Zhigang; Wu, Zhiyu; Gu, Zihui; Zhu, Zijia; Liu, Zijun; Li, Zilin; Xie, Ziwei; Song, Ziyang; Pan, Zizheng; Huang, Zhen; Xu, Zhipeng; Zhang, Zhongyu; Zhang, Zhen",DeepSeek-AI,DeepSeek-R1,,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,http://arxiv.org/abs/2501.12948,Pre-training dataset (14.8 trillion tokens),public,,,"To prevent benchmark contamination, implemented comprehensive decontamination procedures. Filtered out any text segments (including web pages and GitHub files) that contained matching 10-gram sequences from evaluation questions or reference solutions.",Internal automated pipelines,internal,"13, 40"
